28-dic-17;29.17;29.6
27-dic-17;29.58;29.705
22-dic-17;29.615;29.66
21-dic-17;29.93;29.54
20-dic-17;29.53;29.86
19-dic-17;29.805;29.955
18-dic-17;30.01;30.225
14-dic-17;30.72;31.4
13-dic-17;31.295;32
12-dic-17;30.765;31.23
11-dic-17;31.15;31.22
08-dic-17;31.075;31.28
07-dic-17;30.97;30.73
06-dic-17;30.605;30.2
05-dic-17;30.38;30.43
04-dic-17;30.575;29.825
01-dic-17;29.57;29.74
30-nov-17;29.74;29.745
29-nov-17;29.775;29.96
28-nov-17;29.84;29.655
27-nov-17;29.6;29.385
24-nov-17;29.475;29.22
23-nov-17;29.275;29.25
22-nov-17;29.28;29.33
21-nov-17;29.36;29.525
20-nov-17;29.5;29.25
17-nov-17;29.265;29
16-nov-17;29.755;29.36
15-nov-17;29.19;29.39
14-nov-17;29.385;29.41
13-nov-17;29.335;29.65
10-nov-17;29.555;29.775
09-nov-17;29.73;30.055
08-nov-17;30.1;29.96
07-nov-17;29.96;30.89
06-nov-17;30.885;31.05
03-nov-17;31.15;31.3
02-nov-17;31.2;31.48
01-nov-17;31.47;32.305
31-oct-17;32.095;31.99
30-oct-17;32.185;31.51
27-oct-17;31.26;31.52
26-oct-17;31.48;30.715
25-oct-17;30.6;30.91
24-oct-17;30.92;30.95
23-oct-17;30.95;30.97
20-oct-17;30.99;31.04
19-oct-17;30.895;31.3
18-oct-17;31.26;31.565
17-oct-17;31.445;31.05
16-oct-17;31.12;31.17
13-oct-17;31.18;31.4
12-oct-17;31.4;31.475
11-oct-17;31.4;31.23
10-oct-17;31;31.3
09-oct-17;31.3;31.245
06-oct-17;30.945;31.19
05-oct-17;31.24;30.725
04-oct-17;30.655;31.28
03-oct-17;31.31;31.465
02-oct-17;31.47;31.74
29-sep-17;31.885;31.805
28-sep-17;31.71;31.6
27-sep-17;31.585;31.625
26-sep-17;31.515;31.565
25-sep-17;31.525;31.58
22-sep-17;31.91;32.00
21-sep-17;31.995;32.49
20-sep-17;32.41;32.2
19-sep-17;32.685;31.985
18-sep-17;32.535;32.685
15-sep-17;32.65;32.35
14-sep-17;32.345;32.29
13-sep-17;32.175;31.955
12-sep-17;32.05;31.67
11-sep-17;31.45;31.115
08-sep-17;30.895;31.105
07-sep-17;31.115;31.345
06-sep-17;31.2;31.03
05-sep-17;31.165;31.4
04-sep-17;31.545;31.625
01-sep-17;31.85;32.015
31-ago-17;31.915;33.05
30-ago-17;33.105;33.385
29-ago-17;33.225;33
28-ago-17;33.005;33.26
25-ago-17;33.41;33.35
24-ago-17;33.445;33.58
23-ago-17;33.44;33.67
22-ago-17;33.665;33.81
21-ago-17;33.61;33.45
18-ago-17;33.445;33.535
17-ago-17;33.77;33.8
16-ago-17;33.76;33.79
15-ago-17;33.59;33.505
14-ago-17;33.43;33.205
11-ago-17;33.17;33.4
10-ago-17;33.595;34.04
09-ago-17;34.04;34.125
08-ago-17;34.355;33.875
07-ago-17;33.955;34.13
04-ago-17;33.96;33.6
03-ago-17;33.68;33.75
02-ago-17;33.75;33.88
01-ago-17;33.88;34.03
31-jul-17;33.59;33.6
28-jul-17;33.5;33.5
27-jul-17;33.745;33.485
26-jul-17;33.62;33.39
25-jul-17;33.39;33.72
24-jul-17;33.645;33.625
21-jul-17;33.625;33.96
20-jul-17;34.17;34.22
19-jul-17;34.22;33.81
18-jul-17;33.72;34.4
17-jul-17;34.55;34.32
14-jul-17;34.2;34.16
13-jul-17;34.05;33.9
12-jul-17;33.79;33.35
11-jul-17;33.34;33.89
10-jul-17;33.745;33.675
07-jul-17;33.635;33.735
06-jul-17;33.535;34.045
05-jul-17;33.89;33.825
04-jul-17;33.795;33.72
03-jul-17;33.84;33.705
30-jun-17;33.61;33.99
29-jun-17;33.92;34.73
28-jun-17;34.535;34.725
27-jun-17;34.825;34.87
26-jun-17;34.935;35.015
23-jun-17;34.86;35.065
22-jun-17;35.07;34.885
21-jun-17;35.02;35.155
20-jun-17;35.155;35.695
19-jun-17;35.555;35.485
16-jun-17;35.21;34.97
15-jun-17;34.97;35.15
14-jun-17;35.215;35.16
13-jun-17;35.86;35.745
12-jun-17;35.795;36.285
09-jun-17;36.405;36.58
08-jun-17;36.425;36.185
07-jun-17;36.195;36.37
06-jun-17;36.655;36.81
05-jun-17;36.63;36.87
02-jun-17;36.665;36.6
01-jun-17;36.31;36.525
31-may-17;36.395;36.31
30-may-17;36.335;35.885
29-may-17;35.975;36.26
26-may-17;36.27;35.99
25-may-17;35.975;36.28
24-may-17;36.095;36.2
23-may-17;36.175;36.335
22-may-17;36.34;36.13
19-may-17;35.935;35.885
18-may-17;35.905;36.075
17-may-17;36.005;36.375
16-may-17;36.46;36.35
15-may-17;36.285;36.43
12-may-17;36.43;35.85
11-may-17;35.85;36.55
10-may-17;36.505;36.6
09-may-17;36.535;36.23
08-may-17;36.085;36.355
05-may-17;36.315;36.22
04-may-17;36.18;35.9
03-may-17;35.71;35.28
02-may-17;35.435;35.28
28-abr-17;35.21;34.865
27-abr-17;34.83;34.7
26-abr-17;34.96;35.02
25-abr-17;35.15;35.195
24-abr-17;35.015;35.115
21-abr-17;34.19;34.08
20-abr-17;34.215;34.25
19-abr-17;34.405;34.17
18-abr-17;34.17;34.5
13-abr-17;34.325;33.915
12-abr-17;33.895;34.02
11-abr-17;33.95;33.715
10-abr-17;33.85;33.79
07-abr-17;33.92;33.715
06-abr-17;33.68;33.05
05-abr-17;32.88;33.2
04-abr-17;33.055;32.735
03-abr-17;32.735;33.04
31-mar-17;33.04;32.47
30-mar-17;32.55;32.75
29-mar-17;32.685;32.665
28-mar-17;32.51;32.61
27-mar-17;32.555;32.15
24-mar-17;32.35;32.43
23-mar-17;32.505;31.885
22-mar-17;31.81;31.805
21-mar-17;32.005;32.085
20-mar-17;32.035;31.9
17-mar-17;31.905;31.9
16-mar-17;31.68;31.65
15-mar-17;31.405;31.65
14-mar-17;31.39;31.2
13-mar-17;31.28;31.5
10-mar-17;31.435;31.75
09-mar-17;31.58;31.08
08-mar-17;30.93;30.43
07-mar-17;30.51;30.765
06-mar-17;30.6;30.61
03-mar-17;30.63;30.6
02-mar-17;30.6;30.93
01-mar-17;30.89;30.56
28-feb-17;30.32;30.065
27-feb-17;29.95;30.325
24-feb-17;30.205;30.44
23-feb-17;30.465;30.735
22-feb-17;30.725;30.96
21-feb-17;31.015;31.04
20-feb-17;30.955;31.25
17-feb-17;31.02;31.155
16-feb-17;31.175;31.4
15-feb-17;31.335;31.3
14-feb-17;31.275;31.38
13-feb-17;31.335;31.255
10-feb-17;31.14;31.29
09-feb-17;31.12;30.945
08-feb-17;30.86;30.955
07-feb-17;30.885;30.54
06-feb-17;30.565;30.7
03-feb-17;30.725;30.645
02-feb-17;30.535;30.4
01-feb-17;30.53;30.855
31-ene-17;30.535;30.75
30-ene-17;30.645;30.84
27-ene-17;30.85;30.975
26-ene-17;30.84;31.26
25-ene-17;31.12;31.2
24-ene-17;31.02;31.175
23-ene-17;31.065;31
20-ene-17;31;31.25
19-ene-17;31.225;31.39
18-ene-17;31.35;31.445
17-ene-17;31.395;31.5
16-ene-17;31.585;31.72
13-ene-17;31.93;31.735
12-ene-17;31.62;31.3
11-ene-17;31.38;31.675
10-ene-17;31.63;31.94
09-ene-17;31.865;31.755
06-ene-17;31.675;31.48
05-ene-17;31.45;31.85
04-ene-17;31.97;32.31
03-ene-17;32.275;32.7
02-ene-17;32.6;32.425
30-dic-16;32.43;32.245
29-dic-16;32.35;32.2
28-dic-16;32.395;32.265
27-dic-16;32.245;32.2
23-dic-16;32.19;32.125
22-dic-16;32.13;32.015
21-dic-16;32.02;32.03
20-dic-16;32.115;32.055
19-dic-16;32.07;32.355
16-dic-16;32.45;32
15-dic-16;32.015;32.19
14-dic-16;32;33.02
13-dic-16;32.99;32.125
12-dic-16;32.235;32.185
09-dic-16;32.305;31.92
08-dic-16;31.9;32.43
07-dic-16;32.225;32.45
06-dic-16;32.295;32.09
05-dic-16;31.98;31.5
02-dic-16;31.64;31.555
01-dic-16;31.795;32.15
30-nov-16;32.275;32.33
29-nov-16;32.455;32.37
28-nov-16;32.24;32.17
25-nov-16;32.395;32.05
24-nov-16;32.05;31.42
23-nov-16;31.215;31.51
22-nov-16;31.395;31.68
21-nov-16;31.44;31.67
18-nov-16;31.49;31.515
17-nov-16;31.45;31.045
16-nov-16;31.06;31.225
15-nov-16;31.285;31.135
14-nov-16;30.905;30.875
11-nov-16;30.49;30.465
10-nov-16;30.485;31.4
09-nov-16;31.175;30.425
08-nov-16;31.175;31.095
07-nov-16;31.065;31.22
04-nov-16;30.76;31.09
03-nov-16;31.12;31.3
02-nov-16;31.29;31.485
01-nov-16;31.61;32.15
31-oct-16;31.845;32.07
28-oct-16;32.335;32.5
27-oct-16;32.65;32.765
26-oct-16;32.735;32.57
25-oct-16;32.57;32.865
24-oct-16;32.93;33.31
21-oct-16;33.225;32.91
20-oct-16;32.925;32.745
19-oct-16;32.6;32.385
18-oct-16;32.22;32.25
17-oct-16;32.04;32.175
14-oct-16;32.4;32.06
13-oct-16;31.975;32
12-oct-16;32.16;32.44
11-oct-16;32.345;32.65
10-oct-16;32.655;32.18
07-oct-16;32.055;32.72
06-oct-16;32.73;33
05-oct-16;32.855;32.6
04-oct-16;32.915;32.83
03-oct-16;32.765;32.88
30-sep-16;33;32.89
29-sep-16;33.125;33.305
28-sep-16;33.055;33.16
27-sep-16;32.98;33.045
26-sep-16;32.815;32.815
23-sep-16;32.96;33.295
22-sep-16;33.37;32.6
21-sep-16;32.165;33.155
20-sep-16;32.68;32.32
19-sep-16;32.39;32
16-sep-16;31.745;31.95
15-sep-16;31.925;31.76
14-sep-16;31.825;31.94
13-sep-16;31.62;32.1
12-sep-16;31.995;31.895
09-sep-16;32.255;32.645
08-sep-16;32.885;33.15
07-sep-16;33.105;32.5
06-sep-16;32.295;32.5
05-sep-16;32.395;32.45
02-sep-16;32.37;31.85
01-sep-16;31.81;31.9
31-ago-16;31.765;31.83
30-ago-16;31.875;31.765
29-ago-16;31.7;31.65
26-ago-16;31.83;31.78
25-ago-16;31.71;31.915
24-ago-16;32.07;31.68
23-ago-16;31.955;31.5
22-ago-16;31.145;31.285
19-ago-16;31.365;31.505
18-ago-16;31.42;31.04
17-ago-16;30.93;31.365
16-ago-16;31.195;31.935
15-ago-16;31.95;31.89
12-ago-16;31.93;31.98
11-ago-16;32;32
10-ago-16;31.815;31.865
09-ago-16;32.115;31.45
08-ago-16;31.625;32.06
05-ago-16;32.06;31.145
04-ago-16;30.845;30.65
03-ago-16;30.57;30.645
02-ago-16;30.61;31.17
01-ago-16;31.15;31.125
29-jul-16;30.94;30.685
28-jul-16;30.645;30.87
27-jul-16;30.875;30.905
26-jul-16;30.9;31
25-jul-16;30.98;30.94
22-jul-16;30.925;30.665
21-jul-16;30.755;30.965
20-jul-16;30.98;30.98
19-jul-16;30.72;30.74
18-jul-16;30.75;30.81
15-jul-16;30.725;30.875
14-jul-16;30.87;31.12
13-jul-16;30.93;30.77
12-jul-16;30.93;30.46
11-jul-16;30.4;30.015
08-jul-16;29.795;29.395
07-jul-16;29.5;29.71
06-jul-16;29.515;29.715
05-jul-16;29.81;29.88
04-jul-16;30.005;30.195
01-jul-16;29.985;30.13
30-jun-16;29.91;29.75
29-jun-16;29.81;29.2
28-jun-16;28.92;29.075
27-jun-16;28.415;28.825
24-jun-16;28.9;27.585
23-jun-16;31.01;30.735
22-jun-16;30.445;30.45
21-jun-16;30.37;30.075
20-jun-16;30.13;29.89
17-jun-16;29.265;29.77
